Time (s),Joint 1 Position,Joint 2 Position,Joint 3 Position,Joint 4 Position,Joint 5 Position,Joint 6 Position
0.028908967971801758,-0.0002609499274904249,-0.7912739587034615,-1.734694184575792,-0.9657075911584979,1.5975725716641491,0.004255938285094753
0.1326889991760254,-0.00023620410001847617,-0.7912601927984615,-1.7347120356554095,-0.9657056152207051,1.5975588020524607,0.004266649495111823
0.23127293586730957,-0.00023923048288496536,-0.7912596580749803,-1.7346732819258162,-0.9657460043577323,1.5975523033924381,0.004256032954406346
0.3291289806365967,-0.00025176749861471675,-0.7912842893299212,-1.7346808417394557,-0.9657146895727068,1.597546321188578,0.004266424062786419
0.4308319091796875,-0.00023269355679104715,-0.7912596118328217,-1.7347621409835547,-0.9656398631863272,1.5975404055603832,0.004259673768064002
0.5314490795135498,-0.0002529086381280744,-0.7912782062637619,-1.734706238110593,-0.9656902565340058,1.5975658115970508,0.0042680425673309146
0.6294970512390137,-0.0002554234167505075,-0.7912776432544008,-1.7346805582156446,-0.9657167650264656,1.597570613729754,0.004255286370930824
0.7328810691833496,0.7240968384281374,-0.650194260360587,-1.7464414627696634,-1.0822041584222966,0.9387058452299551,0.24105258870358567
0.8288090229034424,0.7240970885193065,-0.6501884710620007,-1.746476545784813,-1.0821607359058283,0.9386969661103806,0.2410272204591844
0.9319050312042236,0.724955304544705,-0.6497858024237143,-1.7465514074133737,-1.0827529506425793,0.9378203171535561,0.24129374321829347
1.032486915588379,0.7289846197698389,-0.6481023646367796,-1.7467950495272542,-1.0853872129743625,0.9338417438738725,0.24245787382927275
1.128870964050293,0.7379876061449628,-0.6442460896801686,-1.7471233350637771,-1.091547070520077,0.925085865833281,0.24530530029176592
1.2327570915222168,0.7509736539220349,-0.6385520328548071,-1.7474863689645148,-1.1007461901953148,0.9124325249947219,0.24953812989637064
1.3286809921264648,0.7700990807392579,-0.6300151494335295,-1.7484485147711812,-1.1139112155984796,0.8937833631207314,0.25570470708226556
1.4311599731445312,0.7919484371180976,-0.6200049825138486,-1.7494860918911292,-1.1292827165378385,0.8725970407400646,0.26296930277300523
1.5291109085083008,0.8195402965020463,-0.606801972687186,-1.7509310483970169,-1.1491102532499369,0.8459927105070899,0.272516415892214
1.632063865661621,0.8476970782705537,-0.5930055545464827,-1.7526122124499266,-1.169459482550822,0.8189167808668935,0.2825026091348998
1.7284109592437744,0.8805601441299888,-0.5765654868409426,-1.7546312781444882,-1.1935446720276972,0.7875802037486781,0.29466693144576667
1.8301219940185547,0.9120973945614376,-0.5605619079196698,-1.756097102151069,-1.2177034362337231,0.7578052126013018,0.30713973915071546
1.9311070442199707,0.9470676850211213,-0.5424886482794631,-1.7578564448397207,-1.2448858233519482,0.724984461639154,0.3215252473668705
2.0293638706207275,0.9795853273568353,-0.5258761939736437,-1.759249702288519,-1.2704862269078732,0.6947834907289269,0.3354721280795505
2.1305320262908936,1.0144681160186382,-0.5082981636861371,-1.7599104247086697,-1.2993481980697774,0.6627492044476423,0.351672374451523
2.2303690910339355,1.0460513655045902,-0.49280500197627686,-1.7603972333799212,-1.325574767551516,0.633922784606524,0.3668770574364849
2.3312110900878906,1.0795257145600767,-0.4772042821409531,-1.7598628939225593,-1.3545945014590104,0.6038040056098837,0.38425209938020677
2.432321071624756,1.109319091384536,-0.46388923707413743,-1.758912235349208,-1.381147726320068,0.5771801985542437,0.40062419888950485
2.530503988265991,1.1428070937507933,-0.45037140481830035,-1.7567058297572333,-1.4119193232804803,0.5477025820786998,0.4204051523293938
2.6325418949127197,1.1681430351902362,-0.4407379023431356,-1.754605057239582,-1.4358769792675747,0.525547864707974,0.436216836259127
2.730588912963867,1.1968476113485607,-0.43141436396564914,-1.7510247917534727,-1.4640292416892142,0.5008129415305171,0.4555542829441659
2.832000970840454,1.222168043753718,-0.4238757820751681,-1.7474708022314034,-1.4896160763131472,0.479157033256163,0.47362324494993535
2.9301979541778564,1.2485348894092394,-0.417412186662337,-1.7427245603818136,-1.517402785197749,0.45697792950480964,0.49389661803398593
3.0311548709869385,1.27179364858878,-0.41261776967503083,-1.7380258391793773,-1.5428056202771443,0.4376223988909484,0.5129575528700681
3.132327079772949,1.2940549098660972,-0.40872234084086906,-1.733239210192495,-1.567797839812386,0.41927929489694926,0.5323785830313694
3.2316229343414307,1.3171822564766702,-0.4058039567177836,-1.7275403584447357,-1.5949020567123604,0.40053319120180364,0.5539140173414633
3.330322027206421,1.339176995487454,-0.40353607210072195,-1.721406784367023,-1.6227442276566415,0.3829953994517794,0.5761778602336717
3.431752920150757,1.3587053061335397,-0.4021270624918911,-1.715844755885519,-1.648033274034286,0.3676308082640924,0.5969614794242812
3.532686948776245,1.3789383685261734,-0.4007713139408602,-1.7098907296381904,-1.6756801477001282,0.35198001412894886,0.6199075577405317
3.6320929527282715,1.396843471152478,-0.3999928635949656,-1.7046570885351886,-1.7008459064836452,0.33834803475377867,0.6413651985486449
3.732210874557495,1.4154444469414376,-0.39918030100370183,-1.6987056407126309,-1.7291040139691574,0.3245347912841467,0.6652037330144445
3.8308370113372803,1.4318577302016289,-0.39850118944437246,-1.693338163192926,-1.7553133355427226,0.3126100965630588,0.687388030602194
3.9307849407196045,1.4489726377915946,-0.3976187447341252,-1.687596256093604,-1.7840484875940372,0.30047877067936235,0.7116954358620264
4.032074928283691,1.464108495137134,-0.3965476381147125,-1.6823823312439967,-1.8108868593016167,0.29007357145182133,0.7342309161055884
4.130663871765137,1.4796649756998956,-0.395262900921827,-1.6769450583936405,-1.840070082137749,0.2796057082816725,0.7587164912769471
