Time (s),Gripper X,Gripper Y,Gripper Z,Gripper Orientation X,Gripper Orientation Y,Gripper Orientation Z,Gripper Orientation W,Desired Position X,Desired Position Y,Desired Position Z,Desired Orientation W,Desired Orientation X,Desired Orientation Y,Desired Orientation Z
0.17003893852233887,-0.5024616515861793,0.14449374459252082,0.724021780484637,0.5235129294261539,0.5655242748808426,-0.4435030730120916,-0.45762597333737015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2713198661804199,-0.502448926483057,0.14451529066932423,0.7240270100833455,0.5235271403355337,0.5655104734803517,-0.44349440785301475,-0.45763516901482904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3711249828338623,-0.5024631051147129,0.1445171383967569,0.7239938709976498,0.5235391226921648,0.5655268028980268,-0.44347113770892443,-0.4576238326768035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4684898853302002,-0.5024525763673684,0.14453119844606244,0.724024325681821,0.5235442226830104,0.5654985433498092,-0.4434828519823743,-0.45764156756359664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5700299739837646,-0.5024586283327086,0.14451518802592284,0.7240123132769383,0.5235302837632464,0.5655216284530266,-0.44348055239434525,-0.4576312154810008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6726019382476807,-0.5024538494643964,0.14452239001943268,0.7240314873847985,0.5235344078612907,0.5654980090910426,-0.4434916830540124,-0.457644897886248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7710638046264648,-0.5024524987919894,0.14450888441044213,0.724031591903564,0.5235253515043434,0.5655097348313772,-0.4435041876191016,-0.4576286504443531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8720099925994873,-0.5024529645949471,0.14450962981564577,0.724037829340351,0.523512884255251,0.5655141496085345,-0.44349398540751406,-0.45764734405286817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9707229137420654,-0.5024472212302853,0.14452949029394685,0.7240172889352211,0.5235399580304849,0.5654987318246926,-0.44348811299998,-0.4576411151522772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0712509155273438,-0.5024572130049896,0.14452015158352702,0.7240061364563646,0.5235333788999768,0.5655246098998077,-0.44347723810348005,-0.45762720205354185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1702728271484375,-0.5024564966084492,0.14451318028858684,0.7240181680587779,0.5235308810385362,0.565518849099529,-0.44348868785668405,-0.4576260827961131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2717008590698242,-0.5024576066683317,0.14450451020653793,0.7240181793878799,0.5235173366091738,0.5655183992637443,-0.4435051801705124,-0.4576261503954193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.369823932647705,-0.5024723365369779,0.1445274594185288,0.7240015181166958,0.5235486409989554,0.5655077141287739,-0.4434804169972935,-0.4576275401556409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4704968929290771,-0.5024654242824564,0.1444945251477842,0.7240168925339692,0.523520576619422,0.5655239215768766,-0.44349744251166373,-0.45762311836924546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5694129467010498,-0.5024431755982857,0.14450050981572324,0.7240486611181445,0.5235032728370823,0.5655144202875395,-0.4435167416265654,-0.4576359510273048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6665608882904053,-0.5024625504302217,0.14449743476603336,0.7239978344922325,0.5235263935003766,0.5655311405441056,-0.4434913025943442,-0.4576134929244808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7692649364471436,-0.5024455763195508,0.14451229428039875,0.7240336249008613,0.5235201020212593,0.5655080132918568,-0.4434993853362608,-0.4576414370319914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8687989711761475,-0.5024382490890896,0.14451513171830208,0.7240375045307721,0.5235238973543062,0.5655008121602461,-0.44350406187079083,-0.4576414616806152,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
1.9677338600158691,-0.5024597188978417,0.14449953947180302,0.7240183516120388,0.5235227370705203,0.5655165285478342,-0.4435081103507205,-0.457619444257486,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
2.068605899810791,-0.5024546348575694,0.14451447744595636,0.7239738104466338,0.5236136691807384,0.565551215628183,-0.4434495622644635,-0.4575292708407021,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
2.1669728755950928,-0.502489441670387,0.1445256469170756,0.7238174628878248,0.5239239325275576,0.5656538251165499,-0.44329383522418897,-0.4571980300789849,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
2.269960880279541,-0.5024879435486242,0.14451168614114832,0.7236703787546144,0.5243974718771981,0.5658231285836164,-0.4430848544942939,-0.4566478844431693,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
2.3680899143218994,-0.5025118137231251,0.14453755423210857,0.7233314805009962,0.5252420733030393,0.5661323585124018,-0.44267635759422713,-0.45568910400032386,-0.5049784251322654,0.141375909330993,0.7262643564452274,0.39592512826306225,-0.5751460994240906,-0.5834890278450919,0.41471774921206517
