Time (s),Gripper X,Gripper Y,Gripper Z,Gripper Orientation X,Gripper Orientation Y,Gripper Orientation Z,Gripper Orientation W,Desired Position X,Desired Position Y,Desired Position Z,Desired Orientation W,Desired Orientation X,Desired Orientation Y,Desired Orientation Z
0.04337596893310547,-0.2570728571262994,0.14978222541624503,0.7709264706477426,-0.04638186099690328,-0.08673858787208845,0.7136896732530135,0.6935215862800714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14525508880615234,-0.2570728571263005,0.14978222541624506,0.770926470647742,-0.046381860996903605,-0.08673858787208935,0.7136896732530132,0.6935215862800717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24682092666625977,-0.2570728571263007,0.14978222541624506,0.7709264706477417,-0.04638186099690397,-0.08673858787208967,0.7136896732530132,0.6935215862800715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3461921215057373,-0.2570728571262999,0.14978222541624506,0.7709264706477423,-0.0463818609969033,-0.08673858787208846,0.7136896732530136,0.6935215862800714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4467189311981201,-0.2570728571262993,0.14978222541624503,0.7709264706477426,-0.04638186099690296,-0.08673858787208816,0.7136896732530137,0.6935215862800714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5465619564056396,-0.25707285712630035,0.1497822254162453,0.770926470647742,-0.04638186099690364,-0.08673858787208935,0.7136896732530129,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6467759609222412,-0.2570728571263008,0.14978222541624533,0.7709264706477418,-0.04638186099690366,-0.08673858787208938,0.7136896732530129,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7470431327819824,-0.25707285712629924,0.14978222541624525,0.7709264706477426,-0.04638186099690298,-0.08673858787208878,0.7136896732530131,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8485169410705566,-0.2570728571263009,0.14978222541624533,0.7709264706477418,-0.046381860996904,-0.08673858787208966,0.7136896732530129,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9487121105194092,-0.25707285712630035,0.1497822254162453,0.770926470647742,-0.04638186099690364,-0.08673858787208935,0.7136896732530129,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0484521389007568,-0.25707285712630057,0.1497822254162453,0.7709264706477417,-0.04638186099690401,-0.08673858787208966,0.713689673253013,0.6935215862800719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1489861011505127,-0.25707285712630096,0.1497822254162456,0.7709264706477414,-0.04638186099690437,-0.08673858787208989,0.7136896732530129,0.6935215862800719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2508621215820312,-0.25707285712629985,0.1497822254162455,0.7709264706477419,-0.04638186099690372,-0.08673858787208928,0.7136896732530129,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3543429374694824,-0.2570728571263001,0.14978222541624556,0.7709264706477416,-0.04638186099690375,-0.0867385878720899,0.7136896732530129,0.6935215862800719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4547009468078613,-0.2570728571263006,0.14978222541624533,0.7709264706477413,-0.04638186099690369,-0.08673858787208989,0.7136896732530132,0.6935215862800715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5539021492004395,-0.2570728571262995,0.1497822254162455,0.7709264706477418,-0.046381860996903404,-0.08673858787208964,0.7136896732530126,0.6935215862800722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6569130420684814,-0.2570728571263008,0.14978222541624558,0.770926470647741,-0.0463818609969041,-0.08673858787209078,0.713689673253013,0.6935215862800718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7577381134033203,-0.2570728571263008,0.14978222541624558,0.770926470647741,-0.046381860996904396,-0.08673858787209052,0.7136896732530126,0.6935215862800721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8576600551605225,-0.2570728571262998,0.14978222541624556,0.7709264706477414,-0.04638186099690344,-0.0867385878720902,0.713689673253013,0.6935215862800718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.957167148590088,-0.2570728571262998,0.14978222541624556,0.7709264706477414,-0.04638186099690375,-0.08673858787208989,0.7136896732530129,0.6935215862800719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0582120418548584,-0.25707285712630207,0.14978222541624564,0.7709264706477401,-0.04638186099690511,-0.08673858787209165,0.7136896732530129,0.6935215862800715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1584970951080322,-0.2570728571263003,0.14978222541624556,0.7709264706477412,-0.04638186099690376,-0.0867385878720905,0.713689673253013,0.6935215862800718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.258445978164673,-0.2570728571263014,0.14978222541624586,0.7709264706477403,-0.04638186099690447,-0.08673858787209164,0.7136896732530126,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3586950302124023,-0.25707285712630035,0.1497822254162458,0.7709264706477409,-0.04638186099690412,-0.0867385878720908,0.7136896732530128,0.693521586280072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4586539268493652,-0.2570728571263003,0.14978222541624556,0.7709264706477412,-0.04638186099690376,-0.0867385878720905,0.713689673253013,0.6935215862800718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5588619709014893,-0.25707285712630035,0.1497822254162458,0.7709264706477409,-0.046381860996903786,-0.08673858787209116,0.7136896732530126,0.6935215862800722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
