Time,Gripper X,Gripper Y,Gripper Z,Desired X,Desired Y,Desired Z,Actual Linear X,Actual Linear Y,Actual Linear Z,Actual Angular X,Actual Angular Y,Actual Angular Z
0.054605960845947266,-0.139174487193888,-0.817510077463507,0.5421364354109357,0.0,0.0,0.0,-0.000959731210606132,-0.014951337005990939,-0.03254695505171877,0.04075382624946371,-0.0024512315639081046,0.0015835843497670919
0.15662503242492676,-0.1391682465641364,-0.8175623928106178,0.5422196681368882,0.0,0.0,0.0,-0.0009599384804967492,-0.01495765271321614,-0.03255512176659118,0.04076118726164168,-0.00245109819954087,0.0015828377379519221
0.2567880153656006,-0.13916814631673982,-0.8175632281300285,0.542221002907614,0.0,0.0,0.0,-0.0009599428988804558,-0.014957760162516702,-0.03255526623844753,0.04076132239161737,-0.002451097504322188,0.001582826074370663
0.35735487937927246,-0.1391681463167435,-0.8175632281300301,0.5422210029076092,0.0,0.0,0.0,-0.0009599429012111444,-0.014957760163613724,-0.03255526624166362,0.040761322395654775,-0.0024510975045188487,0.0015828260717381114
0.45699191093444824,-0.1391657472505938,-0.8175380349830011,0.542304331112846,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0009601425915569937,-0.01496042421116368,-0.032552955040415,0.0407595444988354,-0.0024512871283447714,0.001582539683746993
0.5575850009918213,-0.13914717779771357,-0.8173425955338264,0.542949244120442,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0009615725195010463,-0.014980856125174646,-0.03253463073022638,0.040745242796079724,-0.0024527231044392645,0.0015804249502341617
0.6570239067077637,-0.1390965518156914,-0.8168058204502349,0.5447068685489733,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0009653450263781282,-0.015036287201614245,-0.0324841465805389,0.04070575132380801,-0.002456609312552501,0.0015747460036520241
0.7570400238037109,-0.13900741913554424,-0.8158466888389058,0.547799260347545,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0009718288857121274,-0.015133217467166222,-0.032394159951130354,0.04063543389089605,-0.0024634069307146343,0.0015647653115583556
0.8582930564880371,-0.13887563175961187,-0.8143954937885748,0.5523667747058977,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.000981169525353846,-0.015275095283595816,-0.03225882689255008,0.040530002345944685,-0.002473374285844505,0.001549921974469925
0.9570050239562988,-0.13870578674948192,-0.8124666002970194,0.5582453407730149,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.000992834461183016,-0.015455446085734095,-0.0320805279610336,0.04039170964452973,-0.002486080133073968,0.0015305737126693193
1.0560579299926758,-0.13849513449859027,-0.8099815929038592,0.5655246684943933,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010067485889554005,-0.01567520251071028,-0.03185337095403293,0.04021646422305376,-0.0025016181667609472,0.00150619436873182
1.1578469276428223,-0.1382487239366718,-0.8069427255922403,0.5740247249457874,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010222567478481246,-0.0159266778718693,-0.03157919596073978,0.04000619795220928,-0.0025194745809000493,0.0014771134305324295
1.2561919689178467,-0.13799097870457638,-0.8036091056752372,0.5829003910181277,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010375859865750054,-0.016183163571898806,-0.031282600796162165,0.03978006545935881,-0.0025377691169266247,0.001446030826596557
1.3579180240631104,-0.13771719667096213,-0.7998909378155792,0.592313340306632,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010528519316247115,-0.016448104943951172,-0.030956470163485118,0.039532749056010875,-0.0025567530690831313,0.0014122634194123859
1.4597289562225342,-0.1374381782661465,-0.7959094801075172,0.6018930102598953,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.001067306026564485,-0.01670996294177157,-0.030612215253991486,0.03927292782033502,-0.0025756016365640322,0.0013770516477736232
1.559391975402832,-0.13718105409468292,-0.7920642630618135,0.6107113873893824,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010796122319594757,-0.016943788944940964,-0.03028419190591291,0.0390263002485144,-0.0025925043567358924,0.0013438896945435774
1.6603188514709473,-0.13693516736162745,-0.7882247701083623,0.6191378081687205,-0.5000213305926777,-0.3947090703468431,0.500964134917,-0.0010904436280255174,-0.017160483621987268,-0.029960660578102625,0.0387837439330503,-0.0026082294660584367,0.0013115399043564934
