Time (s),Joint 1 Position REEMC,Joint 1 Position Whole Body,q_ref Joint 1,q_lb Joint 1,q_ub Joint 1,Joint 2 Position REEMC,Joint 2 Position Whole Body,q_ref Joint 2,q_lb Joint 2,q_ub Joint 2,Joint 3 Position REEMC,Joint 3 Position Whole Body,q_ref Joint 3,q_lb Joint 3,q_ub Joint 3,Joint 4 Position REEMC,Joint 4 Position Whole Body,q_ref Joint 4,q_lb Joint 4,q_ub Joint 4,Joint 5 Position REEMC,Joint 5 Position Whole Body,q_ref Joint 5,q_lb Joint 5,q_ub Joint 5,Joint 6 Position REEMC,Joint 6 Position Whole Body,q_ref Joint 6,q_lb Joint 6,q_ub Joint 6
0.06731200218200684,-0.00023140607109804187,-0.00020486513246709137,0.0,0.0,0.0,-0.7912636666008707,-0.7912517947009583,0.0,0.0,0.0,-1.7346656163680738,-1.7347218990325928,0.0,0.0,0.0,-0.9657527222895814,-0.9657166761210938,0.0,0.0,0.0,1.5975468319809294,1.5975487232208252,0.0,0.0,0.0,0.0042612497053931934,0.004253864288330078,0.0,0.0,0.0
0.1671440601348877,-0.0002717978118253004,-0.0002706686602991226,0.0,0.0,0.0,-0.7912780086648328,-0.7912711066058655,0.0,0.0,0.0,-1.7347099209567185,-1.7346642017364502,0.0,0.0,0.0,-0.9656942643626633,-0.9657288950732728,0.0,0.0,0.0,1.5975701493452117,1.5975522994995117,0.0,0.0,0.0,0.004253042188124304,0.004246735479682684,0.0,0.0,0.0
0.2671051025390625,-0.0002501800666337667,-0.0002358595477502945,0.0,0.0,0.0,-0.7912564466619062,-0.7912711066058655,0.0,0.0,0.0,-1.7346839004512775,-1.7347111701965332,0.0,0.0,0.0,-0.9657374141194811,-0.9656936091235657,0.0,0.0,0.0,1.5975503670082456,1.5975260734558105,0.0,0.0,0.0,0.004265172629398948,0.00426934938877821,0.0,0.0,0.0
0.36672306060791016,-0.0002547765181856557,-0.00024301210512334137,0.0,0.0,0.0,-0.791268058230319,-0.7912590068629761,0.0,0.0,0.0,-1.7346863861479997,-1.7347147464752197,0.0,0.0,0.0,-0.9657224457168677,-0.9656973046115418,0.0,0.0,0.0,1.5975597175122318,1.5975487232208252,0.0,0.0,0.0,0.004270812752980979,0.004284865688532591,0.0,0.0,0.0
0.46866703033447266,-0.00026231623521651615,-0.0002554098712366226,0.0,0.0,0.0,-0.7912787342521213,-0.7912554305842896,0.0,0.0,0.0,-1.734694649739923,-1.73469877243042,0.0,0.0,0.0,-0.9657054390654394,-0.9657130998424073,0.0,0.0,0.0,1.5975638308840154,1.5975487232208252,0.0,0.0,0.0,0.00425869855133372,0.0042574405670166016,0.0,0.0,0.0
0.5755510330200195,-0.00024356349164328064,-0.0002244154559534195,0.0,0.0,0.0,-0.7912478003065785,-0.7912711066058655,0.0,0.0,0.0,-1.7347639983099004,-1.7346482276916504,0.0,0.0,0.0,-0.9656564259268142,-0.9656973046115418,0.0,0.0,0.0,1.5975584330458934,1.5975652933120728,0.0,0.0,0.0,0.004269101773993238,0.004277706146240234,0.0,0.0,0.0
0.6668610572814941,-0.00024073750913420407,-0.00022107759584599762,0.0,0.0,0.0,-0.7912432523746699,-0.791274682884552,0.0,0.0,0.0,-1.7347218745075876,-1.7346863746643066,0.0,0.0,0.0,-0.965706317597329,-0.9656855028918763,0.0,0.0,0.0,1.5975403208931669,1.5975104570388794,0.0,0.0,0.0,0.004271203147564775,0.004281275440007448,0.0,0.0,0.0
0.766697883605957,-0.0002620021489816537,-0.0002554098712366226,0.0,0.0,0.0,-0.7912662522236453,-0.7912517947009583,0.0,0.0,0.0,-1.7347910613179656,-1.734651803970337,0.0,0.0,0.0,-0.9656024781727361,-0.9656817477992554,0.0,0.0,0.0,1.59756343703671,1.5975487232208252,0.0,0.0,0.0,0.004269738261704602,0.004284873139113188,0.0,0.0,0.0
0.867717981338501,-0.00025953467909707167,-0.0002515951739709976,0.0,0.0,0.0,-0.7912728328354277,-0.7912554305842896,0.0,0.0,0.0,-1.7347066812011618,-1.73469877243042,0.0,0.0,0.0,-0.9656952215583905,-0.9657009404948731,0.0,0.0,0.0,1.5975543143628117,1.597522497177124,0.0,0.0,0.0,0.0042562560435359335,0.004250309430062771,0.0,0.0,0.0
0.9674320220947266,-0.00025090935930175665,-0.0002358595477502945,0.0,0.0,0.0,-0.7912763060047586,-0.791239933376648,0.0,0.0,0.0,-1.7347216345231153,-1.73469877243042,0.0,0.0,0.0,-0.9656729639370618,-0.9657009404948731,0.0,0.0,0.0,1.5975690757385046,1.5975868701934814,0.0,0.0,0.0,0.004252282699661511,0.004238360095769167,0.0,0.0,0.0
1.067445993423462,-0.0002525886906592456,-0.00023919740785771637,0.0,0.0,1.7453292519943295,-0.7912677286446501,-0.7912554305842896,-0.8,0.0,6.283185307179586,-1.7346886695684651,-1.7347183227539062,-1.8,0.0,6.283185307179586,-0.9657190434479533,-0.9656936091235657,-0.9,0.0,6.283185307179586,1.5975585621624022,1.5975487232208252,1.653092622756958,0.0,6.283185307179586,0.004249325987376232,0.004231157246977091,-0.02,0.0,6.283185307179586
1.1673469543457031,-0.00024125971392642114,-0.00022107759584599762,0.0,0.0,1.7453292519943295,-0.7912582513794502,-0.7912674707225342,-0.8,0.0,6.283185307179586,-1.734680157873604,-1.7347023487091064,-1.8,0.0,6.283185307179586,-0.965743106373642,-0.9657130998424073,-0.9,0.0,6.283185307179586,1.5975500993882417,1.5975415706634521,1.653092622756958,0.0,6.283185307179586,0.004269625787349278,0.004277706146240234,-0.02,0.0,6.283185307179586
